,full_name,team_name,first_season,last_season
665,Boubacar Djibolalahou,Niger,2002,2002
577,Christian Negouai,Martinique,2002,2002
595,David Sommeil,Guadeloupe,2002,2002
995,Harpal Singh,India,2002,2002
621,Tyrone Loran,Curacao,2002,2002
