,full_name,team_name,season
0,Tomasz Kuszczak,Man Utd,2006
1,Tomasz Kuszczak,Poland,2006
2,Rio Ferdinand,Man Utd,2006
3,Rio Ferdinand,England,2006
4,Wayne Rooney,Man Utd,2006
5,Wayne Rooney,England,2006
6,Ryan Giggs,Man Utd,2006
7,Ryan Giggs,Wales,2006
8,Mikaël Silvestre,Man Utd,2006
9,Mikaël Silvestre,France,2006
10,Ole Gunnar Solskjaer,Man Utd,2006
11,Ole Gunnar Solskjaer,Norway,2006
12,Paul Scholes,Man Utd,2006
13,Paul Scholes,England,2006
14,Gary Neville,Man Utd,2006
15,Gary Neville,England,2006
16,Wes Brown,Man Utd,2006
17,Wes Brown,England,2006
18,Edwin van der Sar,Man Utd,2006
19,Edwin van der Sar,Netherlands,2006
20,John O'Shea,Man Utd,2006
21,John O'Shea,Ireland,2006
22,Darren Fletcher,Man Utd,2006
23,Darren Fletcher,Scotland,2006
24,Kieran Richardson,Man Utd,2006
25,Kieran Richardson,England,2006
26,Alan Smith,Man Utd,2006
27,Alan Smith,England,2006
28,Michael Carrick,Man Utd,2006
29,Michael Carrick,England,2006
30,Louis Saha,Man Utd,2006
31,Louis Saha,France,2006
32,Ji-sung Park,Man Utd,2006
33,Ji-sung Park,"Korea, South",2006
34,Patrice Evra,Man Utd,2006
35,Patrice Evra,France,2006
36,Gabriel Heinze,Man Utd,2006
37,Gabriel Heinze,Argentina,2006
38,Cristiano Ronaldo,Man Utd,2006
39,Cristiano Ronaldo,Portugal,2006
40,Lee Martin,Man Utd,2006
41,Lee Martin,England,2006
42,Fangzhuo Dong,Man Utd,2006
43,Fangzhuo Dong,China,2006
44,Nemanja Vidic‎,Man Utd,2006
45,Nemanja Vidic‎,Serbia,2006
46,Chris Eagles,Man Utd,2006
47,Chris Eagles,England,2006
48,Tom Heaton,Man Utd,2006
49,Tom Heaton,England,2006
50,Adam Eckersley,Man Utd,2006
51,Adam Eckersley,England,2006
52,Ritchie Jones,Man Utd,2006
53,Ritchie Jones,England,2006
54,Danny Simpson,Man Utd,2006
55,Danny Simpson,England,2006
56,Jonny Evans,Man Utd,2006
57,Jonny Evans,Northern Ireland,2006
58,Kieran Lee,Man Utd,2006
59,Kieran Lee,England,2006
60,Henrik Larsson,Man Utd,2006
61,Henrik Larsson,Sweden,2006
62,David Gray,Man Utd,2006
63,David Gray,Scotland,2006
64,Floribert Ngalula,Man Utd,2006
65,Floribert Ngalula,Belgium,2006
66,David Jones,Man Utd,2006
67,David Jones,England,2006
68,Ryan Shawcross,Man Utd,2006
69,Ryan Shawcross,England,2006
70,Phil Marsh,Man Utd,2006
71,Phil Marsh,England,2006
72,Craig Cathcart,Man Utd,2006
73,Craig Cathcart,Northern Ireland,2006
74,Michael Barnes,Man Utd,2006
75,Michael Barnes,England,2006
76,Michael Ballack,Chelsea,2006
77,Michael Ballack,Germany,2006
78,Carlo Cudicini,Chelsea,2006
79,Carlo Cudicini,Italy,2006
80,John Terry,Chelsea,2006
81,John Terry,England,2006
82,Frank Lampard,Chelsea,2006
83,Frank Lampard,England,2006
84,Ashley Cole,Chelsea,2006
85,Ashley Cole,England,2006
86,Njitap Geremi,Chelsea,2006
87,Njitap Geremi,Cameroon,2006
88,Magnus Hedman,Chelsea,2006
89,Magnus Hedman,Sweden,2006
90,Shaun Wright-Phillips,Chelsea,2006
91,Shaun Wright-Phillips,England,2006
92,Andriy Shevchenko,Chelsea,2006
93,Andriy Shevchenko,Ukraine,2006
94,Wayne Bridge,Chelsea,2006
95,Wayne Bridge,England,2006
96,Joe Cole,Chelsea,2006
97,Joe Cole,England,2006
98,Didier Drogba,Chelsea,2006
99,Didier Drogba,Cote d'Ivoire,2006
100,Claude Makélélé,Chelsea,2006
101,Claude Makélélé,France,2006
102,Arjen Robben,Chelsea,2006
103,Arjen Robben,Netherlands,2006
104,Khalid Boulahrouz,Chelsea,2006
105,Khalid Boulahrouz,Netherlands,2006
106,Michael Essien,Chelsea,2006
107,Michael Essien,Ghana,2006
108,Petr Cech,Chelsea,2006
109,Petr Cech,Czech Republic,2006
110,Yves Makabu-Makalambay,Chelsea,2006
111,Yves Makabu-Makalambay,DR Congo,2006
112,Salomon Kalou,Chelsea,2006
113,Salomon Kalou,Cote d'Ivoire,2006
114,Ricardo Carvalho,Chelsea,2006
115,Ricardo Carvalho,Portugal,2006
116,Paulo Ferreira,Chelsea,2006
117,Paulo Ferreira,Portugal,2006
118,Hilário,Chelsea,2006
119,Hilário,Portugal,2006
120,Michael Woods,Chelsea,2006
121,Michael Woods,England,2006
122,Nuno Morais,Chelsea,2006
123,Nuno Morais,Portugal,2006
124,Lassana Diarra,Chelsea,2006
125,Lassana Diarra,France,2006
126,John Obi Mikel,Chelsea,2006
127,John Obi Mikel,Nigeria,2006
128,Scott Sinclair,Chelsea,2006
129,Scott Sinclair,England,2006
130,Jonas Elmer,Chelsea,2006
131,Jonas Elmer,Switzerland,2006
132,Michael Mancienne,Chelsea,2006
133,Michael Mancienne,Seychelles,2006
134,Jimmy Smith,Chelsea,2006
135,Jimmy Smith,England,2006
136,Ben Sahar,Chelsea,2006
137,Ben Sahar,Israel,2006
138,Ryan Bertrand,Chelsea,2006
139,Ryan Bertrand,England,2006
140,Lee Sawyer,Chelsea,2006
141,Lee Sawyer,England,2006
142,Sam Hutchinson,Chelsea,2006
143,Sam Hutchinson,England,2006
144,Rhys Taylor,Chelsea,2006
145,Rhys Taylor,Wales,2006
146,Robert Huth,Chelsea,2006
147,Robert Huth,Germany,2006
148,William Gallas,Chelsea,2006
149,William Gallas,France,2006
150,Steven Gerrard,Liverpool,2006
151,Steven Gerrard,England,2006
152,Boudewijn Zenden,Liverpool,2006
153,Boudewijn Zenden,Netherlands,2006
154,Jermaine Pennant,Liverpool,2006
155,Jermaine Pennant,England,2006
156,Jerzy Dudek,Liverpool,2006
157,Jerzy Dudek,Poland,2006
158,John Arne Riise,Liverpool,2006
159,John Arne Riise,Norway,2006
160,Robbie Fowler,Liverpool,2006
161,Robbie Fowler,England,2006
162,Harry Kewell,Liverpool,2006
163,Harry Kewell,Australia,2006
164,Craig Bellamy,Liverpool,2006
165,Craig Bellamy,Wales,2006
166,Sami Hyypiä,Liverpool,2006
167,Sami Hyypiä,Finland,2006
168,Jamie Carragher,Liverpool,2006
169,Jamie Carragher,England,2006
170,Dirk Kuyt,Liverpool,2006
171,Dirk Kuyt,Netherlands,2006
172,Steve Finnan,Liverpool,2006
173,Steve Finnan,Ireland,2006
174,Peter Crouch,Liverpool,2006
175,Peter Crouch,England,2006
