,full_name,team_name,first_season,last_season
237,Aleksandr Hleb,Belarus,2005,2005
980,Hussein Yasser,Qatar,2005,2005
89,Ji,"Korea, South",2005,2005
287,Young,"Korea, South",2005,2005
