,full_name,team_name,first_season,last_season
1343,Bernard Allou,Cote d'Ivoire,1998,1998
899,Ibrahima Bakayoko,Cote d'Ivoire,1998,1998
1336,Jean,French Guiana,1998,1998
984,Muhamed Konjic,Herzegovina,1998,1998
