,full_name,team_name,first_season,last_season
182,José Ángel Esmoris Tasende,RB Leipzig,2019,2019
198,Jürgen Leonardo Locadia,FC Cincinnati,2019,2019
263,Konstantinos Mavropanos,VfB Stuttgart,2019,2019
11,Marvin Zeegelaar,Udinese,2019,2019
